,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,target_cls,target_reg
5962,6,10,9,8,7,6,7,5,5,6,5,8,3,7,7,10,28.26,6.25,6.7,54.0,8,9.180000000000001
5963,5,10,7,7,7,8,9,7,6,6,8,9,6,7,4,8,21.98,7.5,6.7,74.39999999999999,21,9.75
5964,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,3.14,8.75,0.67,10.5,9,3.7900000000000005
5965,5,8,5,6,3,4,13,5,5,12,9,4,2,12,1,5,15.700000000000001,6.25,5.36,53.4,20,8.0
5966,6,9,9,7,5,3,9,3,7,11,12,12,4,7,4,5,28.26,8.75,6.03,33.3,11,9.78
5967,3,6,3,4,2,6,8,10,8,7,7,6,3,8,4,8,9.42,10.0,4.0200000000000005,103.8,4,6.01
5968,5,6,4,9,4,9,4,4,3,11,6,9,2,10,8,8,12.56,3.75,4.0200000000000005,42.599999999999994,26,8.389999999999997
5969,2,7,4,4,2,7,4,3,2,6,1,8,3,6,2,7,12.56,2.5,4.69,32.699999999999996,1,4.32
5970,5,10,5,8,7,7,8,8,6,8,6,7,2,8,8,9,15.700000000000001,7.5,6.7,84.6,2,9.01
5971,6,10,9,7,8,3,7,4,5,10,11,10,7,9,3,7,28.26,6.25,6.7,43.8,13,10.099999999999998
5972,8,13,8,7,4,9,7,3,7,9,3,6,5,8,4,8,25.12,8.75,8.71,34.5,11,9.079999999999997
5973,5,8,7,6,6,8,9,7,5,6,6,8,3,7,7,4,21.98,6.25,5.36,73.8,1,8.860000000000001
5974,3,2,5,4,2,10,2,2,2,9,1,8,2,6,3,8,15.700000000000001,2.5,1.34,21.0,1,4.140000000000001
5975,7,13,6,10,4,8,9,2,3,12,5,5,2,9,8,9,18.84,3.75,8.71,24.299999999999997,10,9.849999999999998
5976,6,8,8,6,9,7,6,5,2,7,5,7,11,9,7,11,25.12,2.5,5.36,53.4,15,9.91
5977,3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,8,12.56,5.0,2.68,62.4,13,5.949999999999999
5978,6,7,7,5,4,4,8,5,7,9,8,9,3,9,3,5,21.98,8.75,4.69,53.1,21,7.869999999999997
5979,3,3,4,5,2,7,7,8,7,6,5,11,2,8,5,10,12.56,8.75,2.0100000000000002,82.5,7,6.33
5980,8,12,7,6,4,8,8,2,5,10,5,6,3,8,7,8,21.98,6.25,8.040000000000001,24.0,6,9.18
5981,3,7,5,5,3,11,3,2,2,9,1,9,3,5,2,8,15.700000000000001,2.5,4.69,22.5,1,5.33
5982,3,7,4,5,3,6,6,9,7,6,6,7,2,8,9,9,12.56,8.75,4.69,93.89999999999999,2,6.84
5983,5,10,7,8,5,5,5,1,9,6,2,10,3,7,4,5,21.98,11.25,6.7,13.2,12,7.359999999999998
5984,2,3,3,2,1,7,7,1,8,10,6,8,2,8,2,7,9.42,10.0,2.0100000000000002,11.1,24,4.73
5985,5,11,8,8,12,9,5,2,1,8,4,8,11,7,3,6,25.12,1.25,7.37,23.7,13,10.01
5986,2,2,3,3,2,7,7,8,4,7,6,8,2,8,3,8,9.42,5.0,1.34,82.19999999999999,15,5.029999999999999
5987,3,6,4,4,4,7,8,5,3,6,6,9,3,7,6,8,12.56,3.75,4.0200000000000005,52.8,7,6.960000000000001
5988,4,7,4,5,3,5,11,3,6,11,9,5,2,11,2,5,12.56,7.5,4.69,32.699999999999996,20,7.350000000000001
5989,4,7,5,5,2,9,5,3,7,15,4,9,0,7,0,8,15.700000000000001,8.75,4.69,32.699999999999996,10,5.529999999999998
5990,5,10,7,8,10,8,8,7,4,7,6,8,8,9,9,4,21.98,5.0,6.7,74.39999999999999,13,11.030000000000001
5991,4,9,6,7,3,6,7,3,5,15,6,10,1,6,1,7,18.84,6.25,6.03,33.3,10,6.75
5992,2,5,3,7,1,12,3,9,4,13,5,12,1,6,0,8,9.42,5.0,3.35,93.3,10,5.489999999999998
5993,5,10,8,8,5,8,9,5,5,12,4,3,2,10,4,8,25.12,6.25,6.7,54.0,16,8.4
5994,5,6,6,4,2,4,13,4,4,10,11,6,3,10,1,8,18.84,5.0,4.0200000000000005,42.599999999999994,22,7.790000000000001
5995,4,10,6,7,4,9,3,2,7,8,2,9,3,4,4,9,18.84,8.75,6.7,23.4,12,6.399999999999999
5996,3,9,4,7,2,7,6,6,9,4,6,9,0,9,9,8,12.56,11.25,6.03,63.9,19,7.649999999999999
5997,3,9,3,7,1,0,1,5,6,0,0,7,0,8,0,8,9.42,7.5,6.03,53.7,12,2.6999999999999997
5998,2,4,4,3,2,7,7,2,7,11,6,8,2,8,5,9,12.56,8.75,2.68,21.599999999999998,5,5.73
5999,5,11,6,8,5,11,6,3,7,11,2,6,3,8,3,9,18.84,8.75,7.37,33.9,4,7.949999999999999
6000,7,10,7,7,5,3,8,5,7,10,9,9,3,9,2,6,21.98,8.75,6.7,54.0,21,8.69
6001,2,6,4,4,3,5,10,3,5,10,9,6,2,10,3,6,12.56,6.25,4.0200000000000005,32.4,6,6.689999999999998
6002,6,10,6,7,4,6,12,4,7,11,9,4,2,13,4,4,18.84,8.75,6.7,43.8,20,9.62
6003,5,7,6,9,6,9,10,6,3,4,8,12,3,10,8,12,18.84,3.75,4.69,63.3,17,10.919999999999998
6004,4,6,6,4,6,8,6,4,4,8,6,9,4,8,10,8,18.84,5.0,4.0200000000000005,42.599999999999994,19,8.379999999999999
6005,8,14,7,8,4,8,6,4,10,10,3,10,3,6,9,9,21.98,12.5,9.38,45.0,17,9.6
6006,8,10,11,8,7,9,7,3,6,10,4,7,3,8,4,8,34.54,7.5,6.7,33.599999999999994,8,9.699999999999998
6007,4,9,4,6,2,8,5,14,5,6,14,8,3,9,0,8,12.56,6.25,6.03,145.49999999999997,21,7.719999999999997
6008,6,7,6,9,7,8,5,6,3,9,5,11,5,7,7,5,18.84,3.75,4.69,63.3,17,9.16
6009,4,11,5,8,3,9,2,2,7,9,2,10,1,5,3,9,15.700000000000001,8.75,7.37,23.7,12,6.17
6010,7,11,6,6,3,5,8,3,9,10,9,10,4,7,4,5,18.84,11.25,7.37,33.9,24,8.790000000000001
6011,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,0.0,40.8,9,2.6299999999999994
6012,3,3,5,2,2,7,10,3,4,12,4,3,1,10,3,8,15.700000000000001,5.0,2.0100000000000002,31.499999999999996,16,5.199999999999999
6013,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8,9.42,2.5,5.36,135.0,14,6.33
6014,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,12.56,7.5,6.7,3.0,20,7.9300000000000015
6015,3,10,5,7,1,8,14,0,6,6,11,8,0,8,0,8,15.700000000000001,7.5,6.7,3.0,20,8.389999999999999
6016,5,4,5,6,2,7,7,15,2,4,6,8,6,8,0,8,15.700000000000001,2.5,2.68,154.2,14,6.529999999999999
6017,2,4,4,3,3,9,7,2,6,11,4,7,4,7,5,9,12.56,7.5,2.68,21.599999999999998,2,5.799999999999999
6018,3,8,6,6,3,7,9,1,6,6,11,8,2,11,2,8,18.84,7.5,5.36,12.6,25,8.450000000000001
6019,5,10,7,7,6,8,7,3,5,6,7,6,4,10,11,8,21.98,6.25,6.7,33.599999999999994,24,10.06
6020,4,7,6,5,4,7,8,3,6,10,7,8,3,8,3,8,18.84,7.5,4.69,32.699999999999996,8,7.419999999999998
6021,4,10,5,7,5,8,7,3,8,5,6,6,3,8,6,8,15.700000000000001,10.0,6.7,33.599999999999994,24,8.11
6022,5,6,5,4,3,4,9,1,7,10,10,6,1,10,2,4,15.700000000000001,8.75,4.0200000000000005,12.0,25,6.859999999999999
6023,1,3,3,2,1,8,6,3,5,14,6,11,1,7,0,7,9.42,6.25,2.0100000000000002,31.499999999999996,10,4.379999999999999
6024,4,10,5,8,5,7,11,3,7,7,11,8,2,12,1,8,15.700000000000001,8.75,6.7,33.599999999999994,20,9.66
6025,6,9,8,7,4,6,8,5,2,7,8,8,9,9,0,8,25.12,2.5,6.03,53.7,23,9.02
6026,5,11,6,9,6,8,7,8,5,7,6,7,2,8,9,8,18.84,6.25,7.37,84.89999999999999,19,9.44
6027,2,4,3,2,2,5,10,4,5,10,9,5,1,10,3,6,9.42,6.25,2.68,42.0,6,5.599999999999998
6028,6,11,8,8,8,10,9,5,4,7,5,7,3,8,9,5,25.12,5.0,7.37,54.3,26,10.619999999999997
6029,4,10,3,5,2,8,7,5,4,11,5,10,3,8,7,11,9.42,5.0,6.7,54.0,5,7.700000000000001
6030,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,6.28,8.75,2.68,1.2,9,4.32
6031,7,10,8,5,4,6,8,2,8,11,6,9,4,7,4,6,25.12,10.0,6.7,23.4,24,8.49
6032,5,8,7,7,7,9,8,3,5,8,5,6,3,6,8,8,21.98,6.25,5.36,33.0,24,8.67
6033,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,6.28,0.0,0.0,91.8,13,3.57
6034,3,6,5,4,1,8,10,2,2,7,13,8,2,11,0,8,15.700000000000001,2.5,4.0200000000000005,22.2,25,7.82
6035,3,5,6,4,3,6,8,2,9,11,8,8,2,8,4,6,18.84,11.25,3.35,21.9,5,6.74
6036,4,7,5,5,3,5,8,5,5,9,9,8,2,8,4,9,15.700000000000001,6.25,4.69,53.1,7,7.159999999999998
6037,6,10,7,7,5,5,7,6,5,9,8,11,2,8,4,10,21.98,6.25,6.7,64.19999999999999,7,8.81
6038,5,9,5,6,3,3,10,2,6,10,12,7,2,11,2,5,15.700000000000001,7.5,6.03,23.099999999999998,25,8.3
6039,3,3,4,2,1,4,12,3,3,9,11,7,2,10,0,8,12.56,3.75,2.0100000000000002,31.499999999999996,22,6.07
6040,3,5,6,3,2,7,9,2,5,10,6,6,5,8,1,7,18.84,6.25,3.35,21.9,14,6.119999999999999
6041,6,9,8,7,5,9,4,7,7,8,6,6,2,7,5,6,25.12,8.75,6.03,74.1,10,7.92
6042,5,9,6,6,4,4,5,2,8,6,2,10,0,7,3,6,18.84,10.0,6.03,23.099999999999998,12,5.99
6043,4,11,6,8,1,10,10,2,2,6,13,8,1,11,0,8,18.84,2.5,7.37,23.7,25,9.569999999999999
6044,3,5,6,4,3,8,10,3,4,12,4,3,1,10,3,8,18.84,5.0,3.35,32.099999999999994,16,6.189999999999998
6045,5,5,8,4,8,7,7,5,5,6,6,8,8,10,7,10,25.12,6.25,3.35,52.5,23,9.210000000000004
6046,3,7,5,5,3,6,12,4,5,13,6,2,0,9,3,8,15.700000000000001,6.25,4.69,42.9,16,6.34
6047,3,8,5,6,5,8,7,7,4,7,6,9,5,7,7,4,15.700000000000001,5.0,5.36,73.8,1,8.17
6048,6,11,8,8,5,5,11,7,4,11,7,2,1,10,4,6,25.12,5.0,7.37,74.69999999999999,16,8.74
6049,5,11,4,6,3,11,4,3,6,9,4,8,3,9,6,13,12.56,7.5,7.37,33.9,17,7.979999999999997
6050,3,2,3,4,1,3,7,7,2,7,7,11,3,8,3,10,9.42,2.5,1.34,71.99999999999999,11,5.26
6051,1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6,6.28,3.75,0.67,51.3,14,4.289999999999999
6052,6,8,8,6,5,7,9,8,6,9,7,5,5,9,4,9,25.12,7.5,5.36,84.0,4,8.749999999999998
6053,4,6,6,4,4,6,6,7,6,6,6,9,2,8,5,10,18.84,7.5,4.0200000000000005,73.19999999999999,12,6.809999999999999
6054,1,0,1,0,0,7,7,9,0,6,6,8,3,8,0,8,3.14,0.0,0.0,91.8,14,3.2900000000000014
6055,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7,12.56,8.75,5.36,2.4,9,6.050000000000001
6056,9,12,8,6,4,1,8,4,2,11,12,9,7,10,0,7,25.12,2.5,8.040000000000001,44.4,23,9.619999999999997
6057,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,8,12.56,1.25,4.0200000000000005,83.39999999999999,16,6.279999999999999
6058,5,5,7,8,10,7,5,6,2,6,6,8,11,10,9,13,21.98,2.5,3.35,62.699999999999996,17,10.250000000000002
6059,7,13,7,7,6,5,9,3,5,7,4,9,6,7,6,6,21.98,6.25,8.71,34.5,18,9.55
6060,5,6,6,8,6,8,5,6,3,9,5,10,5,7,7,6,18.84,3.75,4.0200000000000005,62.99999999999999,17,8.450000000000001
6061,4,7,5,5,2,4,9,6,8,12,10,11,1,9,3,7,15.700000000000001,10.0,4.69,63.3,3,7.519999999999996
6062,1,3,2,1,1,8,7,6,4,9,6,8,2,8,2,8,6.28,5.0,2.0100000000000002,62.099999999999994,15,4.440000000000001
6063,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,4.0200000000000005,42.599999999999994,9,4.01
6064,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11,15.700000000000001,5.0,8.040000000000001,44.4,5,9.319999999999999
6065,6,10,8,8,6,7,9,5,7,5,4,9,4,4,7,8,25.12,8.75,6.7,54.0,18,8.98
6066,5,10,6,8,2,6,7,7,10,6,6,15,1,8,4,9,18.84,12.5,6.7,74.39999999999999,3,8.569999999999999
6067,5,10,6,8,4,7,4,2,8,7,1,8,1,6,3,7,18.84,10.0,6.7,23.4,12,6.239999999999998
6068,6,11,9,8,12,7,5,3,3,8,5,8,4,8,15,8,28.26,3.75,7.37,33.9,19,11.28
6069,4,10,5,8,3,5,3,6,8,1,2,4,1,6,1,5,15.700000000000001,10.0,6.7,64.19999999999999,12,4.609999999999999
6070,3,1,3,2,3,7,7,5,6,7,6,6,4,8,5,10,9.42,7.5,0.67,51.3,2,5.299999999999999
6071,2,7,3,5,2,1,12,3,4,11,10,8,0,8,2,7,9.42,5.0,4.69,32.699999999999996,6,6.08
6072,4,6,5,4,2,11,8,5,1,6,9,8,8,10,0,8,15.700000000000001,1.25,4.0200000000000005,52.8,23,8.190000000000001
6073,4,9,4,7,2,8,5,14,5,6,14,8,3,9,0,8,12.56,6.25,6.03,145.49999999999997,21,7.869999999999999
6074,6,8,7,7,6,8,7,4,6,7,6,8,3,8,8,11,21.98,7.5,5.36,43.199999999999996,12,9.159999999999998
6075,6,8,6,6,5,4,10,2,3,9,9,8,7,11,2,6,18.84,3.75,5.36,22.799999999999997,23,9.18
6076,2,3,4,2,2,7,7,3,9,6,6,8,2,8,5,8,12.56,11.25,2.0100000000000002,31.499999999999996,24,5.450000000000001
6077,6,10,7,8,7,7,8,9,4,7,7,8,3,7,3,7,21.98,5.0,6.7,94.8,15,8.929999999999998
6078,2,1,3,2,1,7,8,6,6,7,9,9,3,10,0,9,9.42,7.5,0.67,61.49999999999999,21,5.41
6079,6,7,8,9,7,8,10,4,5,7,7,8,5,6,9,7,25.12,6.25,4.69,42.9,10,10.290000000000001
6080,4,6,5,4,2,5,8,5,7,12,9,12,2,10,3,8,15.700000000000001,8.75,4.0200000000000005,52.8,3,7.52
6081,3,8,4,6,4,6,8,5,9,7,7,10,2,9,7,7,12.56,11.25,5.36,53.4,26,8.04
6082,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,0.0,40.8,9,2.6299999999999994
6083,3,7,5,5,5,7,7,6,2,7,8,8,5,8,3,8,15.700000000000001,2.5,4.69,63.3,23,7.469999999999999
6084,3,4,5,3,2,6,9,3,4,11,8,8,5,7,1,8,15.700000000000001,5.0,2.68,31.799999999999997,14,6.09
6085,2,3,2,1,2,7,7,5,5,7,6,6,1,8,5,9,6.28,6.25,2.0100000000000002,51.9,2,4.619999999999999
6086,4,7,4,5,4,6,9,8,3,7,5,8,2,7,5,11,12.56,3.75,4.69,83.69999999999999,18,6.85
6087,7,10,7,5,3,10,4,4,5,11,3,8,5,7,5,11,21.98,6.25,6.7,43.8,4,7.859999999999999
6088,2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,8,9.42,7.5,0.67,71.69999999999999,15,4.620000000000001
6089,5,6,6,4,2,4,8,5,8,11,11,9,3,9,1,6,18.84,10.0,4.0200000000000005,52.8,21,7.179999999999998
6090,4,5,5,4,4,8,7,4,6,6,4,8,3,7,5,6,15.700000000000001,7.5,3.35,42.3,4,6.530000000000001
6091,2,5,4,4,2,7,2,2,2,6,2,8,2,7,2,7,12.56,2.5,3.35,21.9,1,3.9299999999999993
6092,7,7,9,6,10,7,7,5,5,7,6,8,9,9,9,8,28.26,6.25,4.69,53.1,23,10.729999999999999
6093,2,4,3,4,3,8,8,6,3,8,7,9,2,9,4,9,9.42,3.75,2.68,62.4,17,6.52
6094,4,11,5,8,4,5,10,8,4,9,7,3,2,10,4,7,15.700000000000001,5.0,7.37,84.89999999999999,16,7.959999999999999
6095,2,4,4,3,2,6,7,6,6,6,6,10,2,8,4,9,12.56,7.5,2.68,62.4,7,5.699999999999999
6096,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,6.28,0.0,0.0,20.4,1,2.1700000000000004
6097,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,12.56,0.0,2.68,42.0,16,7.909999999999998
6098,4,9,5,6,5,9,4,7,5,8,8,7,5,8,5,5,15.700000000000001,6.25,6.03,74.1,25,8.009999999999998
6099,4,8,6,6,5,9,7,3,5,10,3,7,3,6,4,10,18.84,6.25,5.36,33.0,18,7.029999999999999
6100,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,0.67,41.099999999999994,9,2.9100000000000006
6101,1,0,1,0,0,3,12,4,2,11,9,6,0,8,2,7,3.14,2.5,0.0,40.8,6,3.609999999999999
6102,2,3,2,1,1,7,8,5,4,7,6,7,4,9,1,6,6.28,5.0,2.0100000000000002,51.9,14,4.740000000000002
6103,5,8,6,6,4,7,6,2,7,7,6,8,0,9,4,8,18.84,8.75,5.36,22.799999999999997,9,7.34
6104,8,15,8,8,5,9,8,4,4,11,4,5,5,11,6,7,25.12,5.0,10.05,45.3,16,10.639999999999999
6105,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,0.67,41.099999999999994,9,2.9100000000000006
6106,3,9,4,7,1,12,2,9,4,14,5,13,1,6,0,8,12.56,5.0,6.03,94.5,10,6.279999999999998
6107,4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8,15.700000000000001,18.75,6.03,43.5,26,7.65
6108,3,2,4,3,2,7,8,5,5,8,7,6,6,10,3,5,12.56,6.25,1.34,51.6,14,6.209999999999997
6109,2,6,2,4,1,11,3,10,3,12,8,13,1,6,0,8,6.28,3.75,4.0200000000000005,103.8,10,5.460000000000001
6110,4,5,5,4,3,7,9,5,5,7,7,6,5,9,2,5,15.700000000000001,6.25,3.35,52.5,14,6.9
6111,2,4,4,3,1,8,6,3,6,14,6,10,0,7,0,7,12.56,7.5,2.68,31.799999999999997,10,4.699999999999999
6112,3,3,4,4,2,7,12,3,6,7,11,8,2,11,1,8,12.56,7.5,2.0100000000000002,31.499999999999996,20,7.449999999999999
6113,4,9,6,7,4,2,12,3,6,12,11,6,1,10,2,5,18.84,7.5,6.03,33.3,6,8.149999999999999
6114,5,8,6,6,4,4,12,3,6,12,10,5,1,11,1,5,18.84,7.5,5.36,33.0,20,8.089999999999998
6115,3,6,4,4,1,5,7,7,10,6,6,13,1,8,4,8,12.56,12.5,4.0200000000000005,73.19999999999999,3,6.279999999999999
6116,3,4,4,5,3,8,8,4,5,7,6,8,3,8,8,9,12.56,6.25,2.68,42.0,10,7.219999999999999
6117,1,0,1,1,0,7,7,10,0,5,6,8,4,8,0,8,3.14,0.0,0.0,102.0,14,3.560000000000001
6118,5,9,8,7,10,7,6,4,2,7,4,8,13,6,3,7,25.12,2.5,6.03,43.5,13,9.25
6119,6,8,6,6,4,2,10,3,3,11,11,9,7,10,1,6,18.84,3.75,5.36,33.0,23,8.839999999999998
6120,7,10,9,8,6,9,8,2,6,13,5,5,5,9,4,9,28.26,7.5,6.7,23.4,6,9.589999999999996
6121,6,9,8,6,7,11,6,3,6,10,3,7,3,7,3,10,25.12,7.5,6.03,33.3,8,8.199999999999998
6122,2,5,3,3,2,6,8,7,7,9,7,12,2,9,4,10,9.42,8.75,3.35,72.89999999999999,3,6.469999999999999
6123,4,4,5,6,2,6,6,7,11,8,5,12,1,9,4,9,15.700000000000001,13.75,2.68,72.6,3,6.629999999999999
6124,5,5,6,8,3,8,8,6,9,5,6,7,0,8,9,7,18.84,11.25,3.35,62.699999999999996,19,8.049999999999999
6125,3,2,5,3,3,7,7,6,6,7,6,8,3,8,3,8,15.700000000000001,7.5,1.34,61.8,8,5.719999999999999
6126,6,11,8,8,7,7,7,8,5,7,6,7,6,7,3,9,25.12,6.25,7.37,84.89999999999999,14,9.1
6127,2,6,3,4,1,12,2,9,4,13,5,13,1,6,0,8,9.42,5.0,4.0200000000000005,93.6,10,5.140000000000001
6128,3,7,4,5,3,7,7,3,11,9,6,8,0,8,7,8,12.56,13.75,4.69,32.699999999999996,26,6.770000000000001
6129,3,6,4,4,1,8,5,13,5,7,14,8,3,9,0,8,12.56,6.25,4.0200000000000005,134.4,21,6.739999999999998
6130,5,10,7,8,5,8,3,3,1,7,1,8,5,9,5,8,21.98,1.25,6.7,33.599999999999994,1,7.82
6131,2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9,12.56,7.5,2.68,21.599999999999998,2,5.800000000000001
6132,8,10,11,8,6,7,8,3,7,10,8,8,6,8,5,7,34.54,8.75,6.7,33.599999999999994,8,10.669999999999998
6133,2,3,3,2,2,8,7,3,5,10,6,7,2,8,4,9,9.42,6.25,2.0100000000000002,31.499999999999996,2,5.18
6134,4,4,4,7,4,6,8,9,7,7,6,7,2,8,9,10,12.56,8.75,2.68,93.0,2,7.379999999999999
6135,3,9,5,6,5,7,8,7,5,8,7,5,3,8,3,7,15.700000000000001,6.25,6.03,74.1,4,7.239999999999997
6136,6,13,5,7,3,11,2,1,5,10,1,8,2,8,4,12,15.700000000000001,6.25,8.71,14.1,19,7.299999999999999
6137,1,0,1,1,0,6,8,7,3,7,5,8,2,7,4,11,3.14,3.75,0.0,71.39999999999999,18,3.6
6138,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,6.28,6.25,2.68,52.2,7,5.289999999999999
6139,9,10,9,8,9,6,10,3,3,8,7,6,11,11,4,5,28.26,3.75,6.7,33.599999999999994,23,11.680000000000001
6140,4,8,6,6,7,7,8,6,4,6,6,8,6,9,7,10,18.84,5.0,5.36,63.599999999999994,13,9.080000000000002
6141,1,0,1,0,0,7,8,10,2,7,5,8,2,8,0,8,3.14,2.5,0.0,102.0,8,3.19
6142,6,10,9,8,7,9,7,7,7,7,6,5,3,8,3,6,28.26,8.75,6.7,74.39999999999999,8,8.969999999999997
6143,4,9,4,4,3,9,6,3,4,9,5,8,6,8,7,9,12.56,5.0,6.03,33.3,2,7.76
6144,5,9,8,7,5,9,8,1,6,13,5,5,3,9,3,9,25.12,7.5,6.03,12.899999999999999,6,8.329999999999997
6145,8,15,8,8,7,5,8,2,5,7,3,9,6,6,6,5,25.12,6.25,10.05,24.9,18,9.89
6146,2,4,3,2,1,8,8,2,7,10,5,7,1,8,4,8,9.42,8.75,2.68,21.599999999999998,19,5.08
6147,4,9,6,6,7,8,7,5,1,7,6,8,8,8,5,10,18.84,1.25,6.03,53.7,15,8.959999999999999
6148,3,8,5,6,4,8,7,7,6,7,6,6,2,8,8,10,15.700000000000001,7.5,5.36,73.8,2,7.589999999999998
6149,6,11,7,8,6,7,7,8,7,6,5,10,2,7,5,11,21.98,8.75,7.37,84.89999999999999,7,8.92
6150,2,1,3,3,2,5,11,4,5,11,9,5,1,10,3,6,9.42,6.25,0.67,41.099999999999994,6,5.529999999999998
6151,4,6,6,4,3,8,10,2,6,14,5,4,2,10,2,8,18.84,7.5,4.0200000000000005,22.2,6,6.740000000000002
6152,3,10,4,7,5,6,9,8,4,7,6,8,2,7,5,11,12.56,5.0,6.7,84.6,18,7.66
6153,4,9,5,8,5,7,6,5,5,7,7,8,3,9,8,11,15.700000000000001,6.25,6.03,53.7,12,8.709999999999997
6154,2,3,4,2,2,6,8,2,8,11,8,9,2,9,4,7,12.56,10.0,2.0100000000000002,21.299999999999997,5,5.93
6155,5,8,7,6,4,8,5,8,5,6,4,5,4,8,4,8,21.98,6.25,5.36,84.0,15,7.049999999999999
6156,2,5,2,3,1,4,3,3,7,2,2,6,0,7,0,6,6.28,8.75,3.35,32.099999999999994,12,2.2399999999999998
6157,3,5,5,3,3,5,11,2,2,8,9,9,6,10,0,8,15.700000000000001,2.5,3.35,21.9,23,7.330000000000002
6158,3,6,4,4,1,5,8,6,10,6,7,12,1,7,4,8,12.56,12.5,4.0200000000000005,62.99999999999999,3,6.279999999999999
6159,4,5,5,4,3,8,12,3,7,6,11,8,2,11,1,7,15.700000000000001,8.75,3.35,32.099999999999994,20,8.3
6160,6,7,8,5,3,8,8,3,5,10,5,6,6,9,1,7,25.12,6.25,4.69,32.699999999999996,14,7.710000000000001
6161,5,9,7,6,4,7,7,2,9,11,6,9,2,8,4,8,21.98,11.25,6.03,23.099999999999998,5,7.979999999999999
6162,2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,6.28,0.0,0.67,41.099999999999994,23,5.34
6163,1,0,1,0,1,7,7,6,4,6,6,7,1,8,5,9,3.14,5.0,0.0,61.199999999999996,2,3.7899999999999996
6164,5,5,5,7,3,6,7,10,10,7,7,6,3,8,4,8,15.700000000000001,12.5,3.35,103.5,4,6.890000000000001
6165,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,6.28,6.25,0.0,61.199999999999996,7,4.359999999999999
6166,3,4,4,2,2,7,8,2,7,10,7,7,1,8,5,6,12.56,8.75,2.68,21.599999999999998,19,5.800000000000001
6167,5,10,7,5,4,12,3,5,2,11,1,10,7,2,1,8,21.98,2.5,6.7,54.0,13,6.539999999999999
6168,2,1,2,2,2,7,7,5,7,6,5,8,2,8,6,10,6.28,8.75,0.67,51.3,5,4.91
6169,4,9,4,6,3,6,11,9,3,7,2,9,3,7,5,10,12.56,3.75,6.03,94.5,18,7.279999999999999
6170,4,8,4,6,2,8,5,13,5,6,14,8,3,9,0,8,12.56,6.25,5.36,135.0,21,7.589999999999998
6171,1,2,2,3,1,10,6,2,6,12,4,8,0,7,1,7,6.28,7.5,1.34,21.0,10,3.89
6172,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,6.28,0.0,0.0,20.4,1,2.1700000000000004
6173,10,14,8,8,6,7,8,4,4,9,8,10,4,9,9,11,25.12,5.0,9.38,45.0,3,11.909999999999998
6174,3,8,5,6,6,7,7,3,5,6,7,10,6,11,6,6,15.700000000000001,6.25,5.36,33.0,12,9.120000000000001
6175,2,4,4,3,2,11,2,2,2,9,2,9,2,6,1,8,12.56,2.5,2.68,21.599999999999998,1,4.1
6176,6,10,8,8,6,6,8,5,7,6,5,10,4,8,5,9,25.12,8.75,6.7,54.0,11,9.36
6177,5,6,6,8,3,9,9,8,7,5,8,10,3,8,5,10,18.84,8.75,4.0200000000000005,83.39999999999999,17,8.989999999999998
6178,4,6,6,4,3,10,7,3,8,11,3,6,2,8,5,10,18.84,10.0,4.0200000000000005,32.4,2,6.619999999999999
6179,6,10,9,8,4,5,9,2,9,10,10,9,3,8,4,6,28.26,11.25,6.7,23.4,24,9.589999999999998
6180,4,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,15.700000000000001,6.25,5.36,145.2,21,7.399999999999997
6181,4,8,5,6,4,7,9,7,7,8,4,6,2,7,9,9,15.700000000000001,8.75,5.36,73.8,19,7.599999999999998
6182,1,0,2,1,1,7,7,7,5,6,6,7,1,8,7,9,6.28,6.25,0.0,71.39999999999999,2,4.380000000000001
